is_crop,latitude,longitude,subset
0.0,14.76756896,39.67915251,testing
0.0,14.42246023,39.46938645,validation
0.0,14.15264209,39.96584746,validation
0.0,13.7332662,39.46345757,validation
1.0,13.38833826,39.3281051,testing
0.0,14.35873468,39.61120679,testing
0.0,14.70237905,38.26472208,testing
0.0,14.49138602,39.68490173,validation
0.0,14.62882558,39.6831051,testing
0.0,13.04991638,39.96225419,validation
0.0,14.567246,36.91338648,validation
0.0,13.18418691,37.05305085,testing
0.0,14.70498574,37.26910512,testing
0.0,13.46456259,38.39953556,testing
0.0,14.76947997,36.90763726,testing
0.0,13.59685698,39.67987116,validation
0.0,14.08169553,37.61727792,testing
0.0,13.11242392,39.89323049,testing
0.0,13.87291015,39.82384746,validation
0.0,13.60000026,38.89653555,testing
0.0,14.01351599,39.04051184,testing
0.0,13.66830112,38.33087118,testing
0.0,14.42541822,38.89743387,testing
0.0,12.76854155,36.55425423,validation
0.0,13.53464916,36.77354243,testing
0.0,13.11644839,39.81989487,validation
0.0,12.42594538,36.70218311,validation
0.0,14.21538106,37.26946445,testing
0.0,14.76791642,38.47556612,validation
0.0,13.87360784,39.25494915,testing
0.0,14.07838448,37.83045759,testing
0.0,14.70220527,39.39587117,validation
1.0,12.42296264,38.75345758,validation
0.0,12.83497352,37.61943388,validation
1.0,12.48895819,37.05323052,testing
1.0,14.01142419,38.47718309,validation
1.0,14.63543135,37.62248815,testing
0.0,13.25190667,39.81881689,testing
0.0,14.70220527,38.4056441,testing
0.0,13.80903069,38.54225421,validation
0.0,12.70191686,37.90612882,testing
0.0,12.3499302,39.74979319,testing
1.0,14.07786168,39.39209824,validation
0.0,14.14776416,37.69258984,testing
1.0,13.80519231,39.74835588,validation
0.0,14.35664606,39.96746442,validation
0.0,13.32380348,37.5473559,validation
0.0,12.56054859,36.90979321,validation
0.0,14.70446441,37.19648816,validation
0.0,14.83586547,37.90541017,validation
1.0,14.42228622,38.19048815,testing
0.0,12.83497352,37.19702715,testing
0.0,13.18611111,36.48361356,testing
1.0,14.08117273,38.47394916,testing
0.0,12.90506559,38.89976949,testing
1.0,12.55826886,37.33992546,validation
0.0,14.08500652,36.84382378,testing
1.0,14.15089999,38.47466781,testing
0.0,14.90361957,38.75776949,validation
0.0,13.18296242,38.40312882,validation
0.0,14.35734227,39.54092544,testing
0.0,14.49399521,37.12279321,validation
0.0,13.66638079,37.33453557,validation
0.0,12.28758599,38.6172068,testing
0.0,14.49851774,39.32828477,testing
0.0,14.56202932,39.11294915,validation
0.0,14.35977898,38.40169151,validation
0.0,12.90891831,39.1861051,validation
0.0,12.4891336,38.90228477,validation
0.0,12.83584938,37.33741018,testing
0.0,14.83621282,37.34172209,testing
0.0,13.1125989,36.62776951,testing
0.0,13.52958357,37.40769152,validation
0.0,14.22008338,39.04051184,validation
0.0,12.90629146,39.74835588,testing
0.0,13.3220552,38.25681691,testing
0.0,12.35186076,37.19846445,testing
0.0,14.63230232,38.61397286,testing
0.0,14.69751315,38.82841016,validation
0.0,14.76791642,38.26472208,testing
1.0,12.4924664,37.05412883,testing
0.0,14.70481197,38.61954241,validation
0.0,13.25802736,37.41272209,validation
0.0,13.52748744,36.98636277,testing
0.0,14.77000114,37.90738647,validation
0.0,14.76531048,39.5342779,testing
1.0,14.56463768,38.75561353,testing
0.0,13.25348058,39.25638645,testing
0.0,13.18733558,38.04507455,validation
0.0,12.56545871,39.74943386,testing
0.0,14.49382127,37.05394917,validation
0.0,13.25715298,36.6317221,validation
0.0,12.62738554,38.75669151,testing
0.0,13.46089334,38.68712882,validation
1.0,12.42226081,38.54800343,testing
0.0,13.25173179,39.89197285,testing
0.0,12.98144067,39.68292544,testing
1.0,12.84040385,39.18700342,validation
0.0,12.28372392,39.8926915,validation
0.0,14.56063818,39.75536274,validation
0.0,12.90716708,39.61102712,testing
0.0,14.35473148,38.54638646,validation
0.0,13.18698573,38.47736275,validation
0.0,12.84285622,39.74961352,validation
0.0,13.74007264,37.4107458,validation
0.0,14.42594022,36.91536277,testing
0.0,12.77116984,39.82223049,testing
0.0,14.4924297,38.12272208,testing
0.0,13.39235817,38.75687117,validation
0.0,12.76556279,38.19138646,validation
1.0,12.42050623,38.75992545,validation
1.0,13.18908483,39.18233218,testing
0.0,14.01299304,37.54969152,testing
0.0,13.45897133,37.83872209,testing
0.0,14.49643043,36.70236277,validation
0.0,13.53272774,39.96171521,testing
1.0,13.04939131,37.83441017,validation
0.0,14.76531048,39.11636275,validation
0.0,12.90559096,38.04866781,testing
0.0,14.08204405,37.26407456,validation
0.0,13.60279425,36.6234576,testing
0.0,12.70454584,37.90666781,testing
1.0,13.80990304,39.39353555,testing
0.0,14.15142262,37.2653322,testing
0.0,12.49036148,39.60581689,testing
0.0,13.11522356,38.83074578,validation
0.0,12.56580943,36.55946446,validation
1.0,12.97846444,39.32594915,testing
